ID,Năm,Loại chi,Chi chi tiết,Tên đơn vị,"Số tiền
  (triệu đồng)"
276,2004,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Bộ Bưu chính- Viễn thông,29
277,2004,Chi thường xuyên,Chi khác,Bộ Bưu chính- Viễn thông,
278,2004,Chi chương trình mục tiêu,,Bộ Bưu chính- Viễn thông,
279,2004,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Bộ Nội vụ,"73,726"
280,2004,Chi đầu tư phát triển,Chi ĐTPT khác,Bộ Nội vụ,"2,600"
281,2004,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Bộ Nội vụ,"35,744"
282,2004,Chi thường xuyên,Chi sự nghiệp Y tế,Bộ Nội vụ,
283,2004,Chi thường xuyên,Chi sự nghiệp KHCN,Bộ Nội vụ,"8,035"
284,2004,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Bộ Nội vụ,
285,2004,Chi thường xuyên,Chi đảm bảo xã hội,Bộ Nội vụ,
286,2004,Chi thường xuyên,Chi sự nghiệp Kinh tế,Bộ Nội vụ,"4,361"
287,2004,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Bộ Nội vụ,"35,215"
288,2004,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Bộ Nội vụ,86
289,2004,Chi thường xuyên,Chi khác,Bộ Nội vụ,
290,2004,Chi chương trình mục tiêu,,Bộ Nội vụ,"1,911"
291,2004,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Thanh tra Nhà nước,"2,952"
292,2004,Chi đầu tư phát triển,Chi ĐTPT khác,Thanh tra Nhà nước,
293,2004,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Thanh tra Nhà nước,"1,749"
294,2004,Chi thường xuyên,Chi sự nghiệp Y tế,Thanh tra Nhà nước,
295,2004,Chi thường xuyên,Chi sự nghiệp KHCN,Thanh tra Nhà nước,"1,904"
296,2004,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Thanh tra Nhà nước,
297,2004,Chi thường xuyên,Chi đảm bảo xã hội,Thanh tra Nhà nước,
298,2004,Chi thường xuyên,Chi sự nghiệp Kinh tế,Thanh tra Nhà nước,
299,2004,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Thanh tra Nhà nước,"15,731"
300,2004,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Thanh tra Nhà nước,80
301,2004,Chi thường xuyên,Chi khác,Thanh tra Nhà nước,
302,2004,Chi chương trình mục tiêu,,Thanh tra Nhà nước,
303,2004,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Ngân hàng Nhà nước,"7,684"
304,2004,Chi đầu tư phát triển,Chi ĐTPT khác,Ngân hàng Nhà nước,
305,2004,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Ngân hàng Nhà nước,"25,989"
306,2004,Chi thường xuyên,Chi sự nghiệp Y tế,Ngân hàng Nhà nước,
307,2004,Chi thường xuyên,Chi sự nghiệp KHCN,Ngân hàng Nhà nước,954
308,2004,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Ngân hàng Nhà nước,
309,2004,Chi thường xuyên,Chi đảm bảo xã hội,Ngân hàng Nhà nước,
310,2004,Chi thường xuyên,Chi sự nghiệp Kinh tế,Ngân hàng Nhà nước,
311,2004,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Ngân hàng Nhà nước,40
312,2004,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Ngân hàng Nhà nước,
313,2004,Chi thường xuyên,Chi khác,Ngân hàng Nhà nước,
314,2004,Chi chương trình mục tiêu,,Ngân hàng Nhà nước,"2,162"
315,2004,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Uỷ ban Thể dục thể thao,"103,904"
316,2004,Chi đầu tư phát triển,Chi ĐTPT khác,Uỷ ban Thể dục thể thao,
317,2004,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Uỷ ban Thể dục thể thao,"22,911"
318,2004,Chi thường xuyên,Chi sự nghiệp Y tế,Uỷ ban Thể dục thể thao,"2,228"
319,2004,Chi thường xuyên,Chi sự nghiệp KHCN,Uỷ ban Thể dục thể thao,"3,153"
320,2004,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Uỷ ban Thể dục thể thao,"317,837"
321,2004,Chi thường xuyên,Chi đảm bảo xã hội,Uỷ ban Thể dục thể thao,
322,2004,Chi thường xuyên,Chi sự nghiệp Kinh tế,Uỷ ban Thể dục thể thao,933
323,2004,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Uỷ ban Thể dục thể thao,"4,775"
324,2004,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Uỷ ban Thể dục thể thao,110
325,2004,Chi thường xuyên,Chi khác,Uỷ ban Thể dục thể thao,
326,2004,Chi chương trình mục tiêu,,Uỷ ban Thể dục thể thao,"1,500"
327,2004,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Uỷ ban Dân tộc,"2,395"
328,2004,Chi đầu tư phát triển,Chi ĐTPT khác,Uỷ ban Dân tộc,
329,2004,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Uỷ ban Dân tộc,"1,440"
330,2004,Chi thường xuyên,Chi sự nghiệp Y tế,Uỷ ban Dân tộc,
331,2004,Chi thường xuyên,Chi sự nghiệp KHCN,Uỷ ban Dân tộc,819
332,2004,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Uỷ ban Dân tộc,
333,2004,Chi thường xuyên,Chi đảm bảo xã hội,Uỷ ban Dân tộc,325
334,2004,Chi thường xuyên,Chi sự nghiệp Kinh tế,Uỷ ban Dân tộc,"1,100"
335,2004,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Uỷ ban Dân tộc,"11,664"
336,2004,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Uỷ ban Dân tộc,"25,926"
337,2004,Chi thường xuyên,Chi khác,Uỷ ban Dân tộc,
338,2004,Chi chương trình mục tiêu,,Uỷ ban Dân tộc,459
339,2004,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,"Uỷ ban Dân số, gia đình và trẻ em","1,814"
340,2004,Chi đầu tư phát triển,Chi ĐTPT khác,"Uỷ ban Dân số, gia đình và trẻ em",
341,2004,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN","Uỷ ban Dân số, gia đình và trẻ em",396
342,2004,Chi thường xuyên,Chi sự nghiệp Y tế,"Uỷ ban Dân số, gia đình và trẻ em",
343,2004,Chi thường xuyên,Chi sự nghiệp KHCN,"Uỷ ban Dân số, gia đình và trẻ em","2,627"
344,2004,Chi thường xuyên,"Chi VHTT, PHTH, TDTT","Uỷ ban Dân số, gia đình và trẻ em",
345,2004,Chi thường xuyên,Chi đảm bảo xã hội,"Uỷ ban Dân số, gia đình và trẻ em","17,144"
346,2004,Chi thường xuyên,Chi sự nghiệp Kinh tế,"Uỷ ban Dân số, gia đình và trẻ em",
347,2004,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể","Uỷ ban Dân số, gia đình và trẻ em","8,214"
348,2004,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,"Uỷ ban Dân số, gia đình và trẻ em",70
349,2004,Chi thường xuyên,Chi khác,"Uỷ ban Dân số, gia đình và trẻ em",
350,2004,Chi chương trình mục tiêu,,"Uỷ ban Dân số, gia đình và trẻ em","63,155"
351,2004,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Tổng cục Du lịch,"11,475"
352,2004,Chi đầu tư phát triển,Chi ĐTPT khác,Tổng cục Du lịch,
353,2004,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Tổng cục Du lịch,"7,362"
354,2004,Chi thường xuyên,Chi sự nghiệp Y tế,Tổng cục Du lịch,
355,2004,Chi thường xuyên,Chi sự nghiệp KHCN,Tổng cục Du lịch,"4,159"
356,2004,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Tổng cục Du lịch,
357,2004,Chi thường xuyên,Chi đảm bảo xã hội,Tổng cục Du lịch,
358,2004,Chi thường xuyên,Chi sự nghiệp Kinh tế,Tổng cục Du lịch,"18,627"
359,2004,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Tổng cục Du lịch,"6,424"
360,2004,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Tổng cục Du lịch,
361,2004,Chi thường xuyên,Chi khác,Tổng cục Du lịch,
362,2004,Chi chương trình mục tiêu,,Tổng cục Du lịch,"1,798"
363,2004,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Tổng cục Thống kê,"19,175"
364,2004,Chi đầu tư phát triển,Chi ĐTPT khác,Tổng cục Thống kê,
365,2004,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Tổng cục Thống kê,"5,475"
366,2004,Chi thường xuyên,Chi sự nghiệp Y tế,Tổng cục Thống kê,
367,2004,Chi thường xuyên,Chi sự nghiệp KHCN,Tổng cục Thống kê,"2,906"
368,2004,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Tổng cục Thống kê,
369,2004,Chi thường xuyên,Chi đảm bảo xã hội,Tổng cục Thống kê,
370,2004,Chi thường xuyên,Chi sự nghiệp Kinh tế,Tổng cục Thống kê,
371,2004,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Tổng cục Thống kê,"151,806"
372,2004,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Tổng cục Thống kê,
373,2004,Chi thường xuyên,Chi khác,Tổng cục Thống kê,
374,2004,Chi chương trình mục tiêu,,Tổng cục Thống kê,700
375,2004,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Ban Tôn giáo Chính phủ,627
376,2004,Chi đầu tư phát triển,Chi ĐTPT khác,Ban Tôn giáo Chính phủ,
377,2004,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Ban Tôn giáo Chính phủ,180
378,2004,Chi thường xuyên,Chi sự nghiệp Y tế,Ban Tôn giáo Chính phủ,
379,2004,Chi thường xuyên,Chi sự nghiệp KHCN,Ban Tôn giáo Chính phủ,
380,2004,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Ban Tôn giáo Chính phủ,
381,2004,Chi thường xuyên,Chi đảm bảo xã hội,Ban Tôn giáo Chính phủ,
382,2004,Chi thường xuyên,Chi sự nghiệp Kinh tế,Ban Tôn giáo Chính phủ,"1,509"
383,2004,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Ban Tôn giáo Chính phủ,"10,713"
384,2004,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Ban Tôn giáo Chính phủ,160
385,2004,Chi thường xuyên,Chi khác,Ban Tôn giáo Chính phủ,
386,2004,Chi chương trình mục tiêu,,Ban Tôn giáo Chính phủ,
387,2004,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Ban Cơ yếu Chính phủ,"40,335"
388,2004,Chi đầu tư phát triển,Chi ĐTPT khác,Ban Cơ yếu Chính phủ,
389,2004,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Ban Cơ yếu Chính phủ,"11,090"
390,2004,Chi thường xuyên,Chi sự nghiệp Y tế,Ban Cơ yếu Chính phủ,
391,2004,Chi thường xuyên,Chi sự nghiệp KHCN,Ban Cơ yếu Chính phủ,"1,459"
392,2004,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Ban Cơ yếu Chính phủ,
393,2004,Chi thường xuyên,Chi đảm bảo xã hội,Ban Cơ yếu Chính phủ,
394,2004,Chi thường xuyên,Chi sự nghiệp Kinh tế,Ban Cơ yếu Chính phủ,438
395,2004,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Ban Cơ yếu Chính phủ,
396,2004,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Ban Cơ yếu Chính phủ,
397,2004,Chi thường xuyên,Chi khác,Ban Cơ yếu Chính phủ,"78,614"
398,2004,Chi chương trình mục tiêu,,Ban Cơ yếu Chính phủ,
399,2004,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Uỷ ban TW Mặt trận Tổ quốc VN,"1,222"
400,2004,Chi đầu tư phát triển,Chi ĐTPT khác,Uỷ ban TW Mặt trận Tổ quốc VN,
401,2004,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Uỷ ban TW Mặt trận Tổ quốc VN,458
402,2004,Chi thường xuyên,Chi sự nghiệp Y tế,Uỷ ban TW Mặt trận Tổ quốc VN,
403,2004,Chi thường xuyên,Chi sự nghiệp KHCN,Uỷ ban TW Mặt trận Tổ quốc VN,800
404,2004,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Uỷ ban TW Mặt trận Tổ quốc VN,
405,2004,Chi thường xuyên,Chi đảm bảo xã hội,Uỷ ban TW Mặt trận Tổ quốc VN,"1,290"
406,2004,Chi thường xuyên,Chi sự nghiệp Kinh tế,Uỷ ban TW Mặt trận Tổ quốc VN,679
407,2004,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Uỷ ban TW Mặt trận Tổ quốc VN,"17,584"
408,2004,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Uỷ ban TW Mặt trận Tổ quốc VN,200
409,2004,Chi thường xuyên,Chi khác,Uỷ ban TW Mặt trận Tổ quốc VN,
410,2004,Chi chương trình mục tiêu,,Uỷ ban TW Mặt trận Tổ quốc VN,"2,400"
411,2004,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Tổng liên đoàn LĐ Việt Nam,"54,124"
412,2004,Chi đầu tư phát triển,Chi ĐTPT khác,Tổng liên đoàn LĐ Việt Nam,
413,2004,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Tổng liên đoàn LĐ Việt Nam,"6,714"
414,2004,Chi thường xuyên,Chi sự nghiệp Y tế,Tổng liên đoàn LĐ Việt Nam,
415,2004,Chi thường xuyên,Chi sự nghiệp KHCN,Tổng liên đoàn LĐ Việt Nam,"11,225"
416,2004,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Tổng liên đoàn LĐ Việt Nam,
417,2004,Chi thường xuyên,Chi đảm bảo xã hội,Tổng liên đoàn LĐ Việt Nam,465
418,2004,Chi thường xuyên,Chi sự nghiệp Kinh tế,Tổng liên đoàn LĐ Việt Nam,"2,800"
419,2004,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Tổng liên đoàn LĐ Việt Nam,"25,619"
420,2004,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Tổng liên đoàn LĐ Việt Nam,170
421,2004,Chi thường xuyên,Chi khác,Tổng liên đoàn LĐ Việt Nam,
422,2004,Chi chương trình mục tiêu,,Tổng liên đoàn LĐ Việt Nam,"8,327"
423,2004,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,TW Đoàn Thanh niên CS HCM,"67,674"
424,2004,Chi đầu tư phát triển,Chi ĐTPT khác,TW Đoàn Thanh niên CS HCM,"9,700"
425,2004,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",TW Đoàn Thanh niên CS HCM,"4,642"
426,2004,Chi thường xuyên,Chi sự nghiệp Y tế,TW Đoàn Thanh niên CS HCM,
427,2004,Chi thường xuyên,Chi sự nghiệp KHCN,TW Đoàn Thanh niên CS HCM,"2,648"
428,2004,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",TW Đoàn Thanh niên CS HCM,
429,2004,Chi thường xuyên,Chi đảm bảo xã hội,TW Đoàn Thanh niên CS HCM,"1,244"
430,2004,Chi thường xuyên,Chi sự nghiệp Kinh tế,TW Đoàn Thanh niên CS HCM,200
431,2004,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",TW Đoàn Thanh niên CS HCM,"21,811"
432,2004,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,TW Đoàn Thanh niên CS HCM,364
433,2004,Chi thường xuyên,Chi khác,TW Đoàn Thanh niên CS HCM,
434,2004,Chi chương trình mục tiêu,,TW Đoàn Thanh niên CS HCM,"24,538"
435,2004,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Hội LH phụ nữ Việt Nam,"24,084"
436,2004,Chi đầu tư phát triển,Chi ĐTPT khác,Hội LH phụ nữ Việt Nam,
437,2004,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Hội LH phụ nữ Việt Nam,"2,968"
438,2004,Chi thường xuyên,Chi sự nghiệp Y tế,Hội LH phụ nữ Việt Nam,
439,2004,Chi thường xuyên,Chi sự nghiệp KHCN,Hội LH phụ nữ Việt Nam,"1,277"
440,2004,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Hội LH phụ nữ Việt Nam,"1,843"
441,2004,Chi thường xuyên,Chi đảm bảo xã hội,Hội LH phụ nữ Việt Nam,650
442,2004,Chi thường xuyên,Chi sự nghiệp Kinh tế,Hội LH phụ nữ Việt Nam,232
443,2004,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Hội LH phụ nữ Việt Nam,"10,040"
444,2004,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Hội LH phụ nữ Việt Nam,160
445,2004,Chi thường xuyên,Chi khác,Hội LH phụ nữ Việt Nam,
446,2004,Chi chương trình mục tiêu,,Hội LH phụ nữ Việt Nam,"8,056"
447,2004,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Hội Nông dân Việt Nam,"33,787"
448,2004,Chi đầu tư phát triển,Chi ĐTPT khác,Hội Nông dân Việt Nam,
449,2004,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Hội Nông dân Việt Nam,360
450,2004,Chi thường xuyên,Chi sự nghiệp Y tế,Hội Nông dân Việt Nam,
451,2004,Chi thường xuyên,Chi sự nghiệp KHCN,Hội Nông dân Việt Nam,"1,600"
452,2004,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Hội Nông dân Việt Nam,
453,2004,Chi thường xuyên,Chi đảm bảo xã hội,Hội Nông dân Việt Nam,482
454,2004,Chi thường xuyên,Chi sự nghiệp Kinh tế,Hội Nông dân Việt Nam,901
455,2004,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Hội Nông dân Việt Nam,"10,584"
456,2004,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Hội Nông dân Việt Nam,70
457,2004,Chi thường xuyên,Chi khác,Hội Nông dân Việt Nam,
458,2004,Chi chương trình mục tiêu,,Hội Nông dân Việt Nam,"13,367"
459,2004,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Hội cựu chiến binh Việt Nam,
460,2004,Chi đầu tư phát triển,Chi ĐTPT khác,Hội cựu chiến binh Việt Nam,
461,2004,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Hội cựu chiến binh Việt Nam,
462,2004,Chi thường xuyên,Chi sự nghiệp Y tế,Hội cựu chiến binh Việt Nam,
463,2004,Chi thường xuyên,Chi sự nghiệp KHCN,Hội cựu chiến binh Việt Nam,
464,2004,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Hội cựu chiến binh Việt Nam,
465,2004,Chi thường xuyên,Chi đảm bảo xã hội,Hội cựu chiến binh Việt Nam,770
466,2004,Chi thường xuyên,Chi sự nghiệp Kinh tế,Hội cựu chiến binh Việt Nam,
467,2004,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Hội cựu chiến binh Việt Nam,"4,793"
468,2004,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Hội cựu chiến binh Việt Nam,150
469,2004,Chi thường xuyên,Chi khác,Hội cựu chiến binh Việt Nam,
470,2004,Chi chương trình mục tiêu,,Hội cựu chiến binh Việt Nam,"2,280"
471,2005,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Văn phòng Quốc hội,"6,100"
472,2005,Chi đầu tư phát triển,Chi ĐTPT khác,Văn phòng Quốc hội,
473,2005,Chi đầu tư phát triển,Chi dự trữ quốc gia,Văn phòng Quốc hội,
474,2005,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Văn phòng Quốc hội,0
475,2005,Chi thường xuyên,Chi sự nghiệp Y tế,Văn phòng Quốc hội,0
476,2005,Chi thường xuyên,Chi sự nghiệp KHCN,Văn phòng Quốc hội,"2,137"
477,2005,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Văn phòng Quốc hội,0
478,2005,Chi thường xuyên,Chi đảm bảo xã hội,Văn phòng Quốc hội,0
479,2005,Chi thường xuyên,Chi sự nghiệp Kinh tế,Văn phòng Quốc hội,0
480,2005,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Văn phòng Quốc hội,"238,809"
481,2005,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Văn phòng Quốc hội,0
482,2005,Chi thường xuyên,Chi khác,Văn phòng Quốc hội,0
483,2005,Chi chương trình mục tiêu,,Văn phòng Quốc hội,0
484,2005,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Ban Tài chính Quản trị Trung ương,"205,024"
485,2005,Chi đầu tư phát triển,Chi ĐTPT khác,Ban Tài chính Quản trị Trung ương,"1,080"
