ID,Năm,Loại chi,Chi chi tiết,Tên đơn vị,"Số tiền
  (triệu đồng)"
3090,2010,Chi thường xuyên,Chi sự nghiệp Y tế,Bộ Tài chính,
3091,2010,Chi thường xuyên,Chi sự nghiệp KHCN,Bộ Tài chính,"25,569"
3092,2010,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Bộ Tài chính,
3093,2010,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Bộ Tài chính,
3094,2010,Chi thường xuyên,Chi sự nghiệp Kinh tế,Bộ Tài chính,"1,013,546"
3095,2010,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Bộ Tài chính,
3096,2010,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Bộ Tài chính,"8,796,652"
3097,2010,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Bộ Tài chính,160
3098,2010,Chi chương trình mục tiêu,,Bộ Tài chính,"6,086"
3099,2010,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Bộ Tư pháp,"225,865"
3100,2010,Chi đầu tư phát triển,Chi dự trữ quốc gia,Bộ Tư pháp,
3101,2010,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Bộ Tư pháp,
3102,2010,Chi trả nợ và viện trợ,,Bộ Tư pháp,
3103,2010,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Bộ Tư pháp,"46,089"
3104,2010,Chi thường xuyên,Chi sự nghiệp Y tế,Bộ Tư pháp,
3105,2010,Chi thường xuyên,Chi sự nghiệp KHCN,Bộ Tư pháp,"8,270"
3106,2010,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Bộ Tư pháp,
3107,2010,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Bộ Tư pháp,439
3108,2010,Chi thường xuyên,Chi sự nghiệp Kinh tế,Bộ Tư pháp,"36,999"
3109,2010,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Bộ Tư pháp,"2,182"
3110,2010,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Bộ Tư pháp,"823,883"
3111,2010,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Bộ Tư pháp,120
3112,2010,Chi chương trình mục tiêu,,Bộ Tư pháp,370
3113,2010,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Ngân hàng Nhà nước,"22,315"
3114,2010,Chi đầu tư phát triển,Chi dự trữ quốc gia,Ngân hàng Nhà nước,
3115,2010,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Ngân hàng Nhà nước,
3116,2010,Chi trả nợ và viện trợ,,Ngân hàng Nhà nước,"1,375"
3117,2010,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Ngân hàng Nhà nước,"49,881"
3118,2010,Chi thường xuyên,Chi sự nghiệp Y tế,Ngân hàng Nhà nước,
3119,2010,Chi thường xuyên,Chi sự nghiệp KHCN,Ngân hàng Nhà nước,
3120,2010,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Ngân hàng Nhà nước,42
3121,2010,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Ngân hàng Nhà nước,
3122,2010,Chi thường xuyên,Chi sự nghiệp Kinh tế,Ngân hàng Nhà nước,
3123,2010,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Ngân hàng Nhà nước,
3124,2010,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Ngân hàng Nhà nước,"41,049"
3125,2010,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Ngân hàng Nhà nước,
3126,2010,Chi chương trình mục tiêu,,Ngân hàng Nhà nước,"2,000"
3127,2010,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Bộ Kế hoạch và Đầu tư,"361,989"
3128,2010,Chi đầu tư phát triển,Chi dự trữ quốc gia,Bộ Kế hoạch và Đầu tư,
3129,2010,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Bộ Kế hoạch và Đầu tư,
3130,2010,Chi trả nợ và viện trợ,,Bộ Kế hoạch và Đầu tư,
3131,2010,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Bộ Kế hoạch và Đầu tư,"23,988"
3132,2010,Chi thường xuyên,Chi sự nghiệp Y tế,Bộ Kế hoạch và Đầu tư,
3133,2010,Chi thường xuyên,Chi sự nghiệp KHCN,Bộ Kế hoạch và Đầu tư,"30,746"
3134,2010,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Bộ Kế hoạch và Đầu tư,"12,579"
3135,2010,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Bộ Kế hoạch và Đầu tư,
3136,2010,Chi thường xuyên,Chi sự nghiệp Kinh tế,Bộ Kế hoạch và Đầu tư,"65,198"
3137,2010,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Bộ Kế hoạch và Đầu tư,"1,489"
3138,2010,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Bộ Kế hoạch và Đầu tư,"655,247"
3139,2010,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Bộ Kế hoạch và Đầu tư,110
3140,2010,Chi chương trình mục tiêu,,Bộ Kế hoạch và Đầu tư,"4,593"
3141,2010,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Bộ Nội vụ,"250,840"
3142,2010,Chi đầu tư phát triển,Chi dự trữ quốc gia,Bộ Nội vụ,
3143,2010,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Bộ Nội vụ,
3144,2010,Chi trả nợ và viện trợ,,Bộ Nội vụ,
3145,2010,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Bộ Nội vụ,"93,849"
3146,2010,Chi thường xuyên,Chi sự nghiệp Y tế,Bộ Nội vụ,
3147,2010,Chi thường xuyên,Chi sự nghiệp KHCN,Bộ Nội vụ,"9,837"
3148,2010,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Bộ Nội vụ,"1,922"
3149,2010,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Bộ Nội vụ,
3150,2010,Chi thường xuyên,Chi sự nghiệp Kinh tế,Bộ Nội vụ,"16,560"
3151,2010,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Bộ Nội vụ,
3152,2010,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Bộ Nội vụ,"184,226"
3153,2010,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Bộ Nội vụ,120
3154,2010,Chi chương trình mục tiêu,,Bộ Nội vụ,"7,991"
3155,2010,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Bộ Tài nguyên và Môi trường,"599,907"
3156,2010,Chi đầu tư phát triển,Chi dự trữ quốc gia,Bộ Tài nguyên và Môi trường,
3157,2010,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Bộ Tài nguyên và Môi trường,
3158,2010,Chi trả nợ và viện trợ,,Bộ Tài nguyên và Môi trường,
3159,2010,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Bộ Tài nguyên và Môi trường,"44,895"
3160,2010,Chi thường xuyên,Chi sự nghiệp Y tế,Bộ Tài nguyên và Môi trường,"131,238"
3161,2010,Chi thường xuyên,Chi sự nghiệp KHCN,Bộ Tài nguyên và Môi trường,"83,612"
3162,2010,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Bộ Tài nguyên và Môi trường,375
3163,2010,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Bộ Tài nguyên và Môi trường,
3164,2010,Chi thường xuyên,Chi sự nghiệp Kinh tế,Bộ Tài nguyên và Môi trường,"1,645,607"
3165,2010,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Bộ Tài nguyên và Môi trường,"291,170"
3166,2010,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Bộ Tài nguyên và Môi trường,"94,530"
3167,2010,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Bộ Tài nguyên và Môi trường,250
3168,2010,Chi chương trình mục tiêu,,Bộ Tài nguyên và Môi trường,"14,460"
3169,2010,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Bộ Thông tin và truyền thông,"287,858"
3170,2010,Chi đầu tư phát triển,Chi dự trữ quốc gia,Bộ Thông tin và truyền thông,
3171,2010,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Bộ Thông tin và truyền thông,
3172,2010,Chi trả nợ và viện trợ,,Bộ Thông tin và truyền thông,
3173,2010,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Bộ Thông tin và truyền thông,"21,090"
3174,2010,Chi thường xuyên,Chi sự nghiệp Y tế,Bộ Thông tin và truyền thông,
3175,2010,Chi thường xuyên,Chi sự nghiệp KHCN,Bộ Thông tin và truyền thông,"27,769"
3176,2010,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Bộ Thông tin và truyền thông,"94,943"
3177,2010,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Bộ Thông tin và truyền thông,872
3178,2010,Chi thường xuyên,Chi sự nghiệp Kinh tế,Bộ Thông tin và truyền thông,"24,683"
3179,2010,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Bộ Thông tin và truyền thông,
3180,2010,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Bộ Thông tin và truyền thông,"73,230"
3181,2010,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Bộ Thông tin và truyền thông,
3182,2010,Chi chương trình mục tiêu,,Bộ Thông tin và truyền thông,"4,272"
3183,2010,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Uỷ ban Dân tộc,"108,914"
3184,2010,Chi đầu tư phát triển,Chi dự trữ quốc gia,Uỷ ban Dân tộc,
3185,2010,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Uỷ ban Dân tộc,
3186,2010,Chi trả nợ và viện trợ,,Uỷ ban Dân tộc,
3187,2010,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Uỷ ban Dân tộc,"4,163"
3188,2010,Chi thường xuyên,Chi sự nghiệp Y tế,Uỷ ban Dân tộc,
3189,2010,Chi thường xuyên,Chi sự nghiệp KHCN,Uỷ ban Dân tộc,"4,223"
3190,2010,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Uỷ ban Dân tộc,977
3191,2010,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Uỷ ban Dân tộc,
3192,2010,Chi thường xuyên,Chi sự nghiệp Kinh tế,Uỷ ban Dân tộc,"132,304"
3193,2010,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Uỷ ban Dân tộc,"1,878"
3194,2010,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Uỷ ban Dân tộc,"54,653"
3195,2010,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Uỷ ban Dân tộc,"132,349"
3196,2010,Chi chương trình mục tiêu,,Uỷ ban Dân tộc,"5,397"
3197,2010,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Thanh tra Chính phủ,"96,331"
3198,2010,Chi đầu tư phát triển,Chi dự trữ quốc gia,Thanh tra Chính phủ,
3199,2010,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Thanh tra Chính phủ,
3200,2010,Chi trả nợ và viện trợ,,Thanh tra Chính phủ,
3201,2010,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Thanh tra Chính phủ,"3,732"
3202,2010,Chi thường xuyên,Chi sự nghiệp Y tế,Thanh tra Chính phủ,
3203,2010,Chi thường xuyên,Chi sự nghiệp KHCN,Thanh tra Chính phủ,"5,267"
3204,2010,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Thanh tra Chính phủ,
3205,2010,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Thanh tra Chính phủ,
3206,2010,Chi thường xuyên,Chi sự nghiệp Kinh tế,Thanh tra Chính phủ,
3207,2010,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Thanh tra Chính phủ,
3208,2010,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Thanh tra Chính phủ,"73,254"
3209,2010,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Thanh tra Chính phủ,80
3210,2010,Chi chương trình mục tiêu,,Thanh tra Chính phủ,
3211,2010,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Uỷ ban TW Mặt trận Tổ quốc VN,
3212,2010,Chi đầu tư phát triển,Chi dự trữ quốc gia,Uỷ ban TW Mặt trận Tổ quốc VN,
3213,2010,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Uỷ ban TW Mặt trận Tổ quốc VN,
3214,2010,Chi trả nợ và viện trợ,,Uỷ ban TW Mặt trận Tổ quốc VN,
3215,2010,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Uỷ ban TW Mặt trận Tổ quốc VN,75
3216,2010,Chi thường xuyên,Chi sự nghiệp Y tế,Uỷ ban TW Mặt trận Tổ quốc VN,
3217,2010,Chi thường xuyên,Chi sự nghiệp KHCN,Uỷ ban TW Mặt trận Tổ quốc VN,748
3218,2010,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Uỷ ban TW Mặt trận Tổ quốc VN,
3219,2010,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Uỷ ban TW Mặt trận Tổ quốc VN,40
3220,2010,Chi thường xuyên,Chi sự nghiệp Kinh tế,Uỷ ban TW Mặt trận Tổ quốc VN,
3221,2010,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Uỷ ban TW Mặt trận Tổ quốc VN,"2,174"
3222,2010,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Uỷ ban TW Mặt trận Tổ quốc VN,"53,293"
3223,2010,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Uỷ ban TW Mặt trận Tổ quốc VN,200
3224,2010,Chi chương trình mục tiêu,,Uỷ ban TW Mặt trận Tổ quốc VN,"2,050"
3225,2010,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,TW Đoàn Thanh niên CS HCM,"143,341"
3226,2010,Chi đầu tư phát triển,Chi dự trữ quốc gia,TW Đoàn Thanh niên CS HCM,
3227,2010,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",TW Đoàn Thanh niên CS HCM,
3228,2010,Chi trả nợ và viện trợ,,TW Đoàn Thanh niên CS HCM,
3229,2010,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",TW Đoàn Thanh niên CS HCM,"10,019"
3230,2010,Chi thường xuyên,Chi sự nghiệp Y tế,TW Đoàn Thanh niên CS HCM,411
3231,2010,Chi thường xuyên,Chi sự nghiệp KHCN,TW Đoàn Thanh niên CS HCM,"4,176"
3232,2010,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",TW Đoàn Thanh niên CS HCM,
3233,2010,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,TW Đoàn Thanh niên CS HCM,650
3234,2010,Chi thường xuyên,Chi sự nghiệp Kinh tế,TW Đoàn Thanh niên CS HCM,"9,757"
3235,2010,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,TW Đoàn Thanh niên CS HCM,"5,400"
3236,2010,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",TW Đoàn Thanh niên CS HCM,"89,864"
3237,2010,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,TW Đoàn Thanh niên CS HCM,375
3238,2010,Chi chương trình mục tiêu,,TW Đoàn Thanh niên CS HCM,"33,002"
3239,2010,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Hội LH phụ nữ Việt Nam,"48,430"
3240,2010,Chi đầu tư phát triển,Chi dự trữ quốc gia,Hội LH phụ nữ Việt Nam,
3241,2010,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Hội LH phụ nữ Việt Nam,
3242,2010,Chi trả nợ và viện trợ,,Hội LH phụ nữ Việt Nam,
3243,2010,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Hội LH phụ nữ Việt Nam,"10,762"
3244,2010,Chi thường xuyên,Chi sự nghiệp Y tế,Hội LH phụ nữ Việt Nam,"23,756"
3245,2010,Chi thường xuyên,Chi sự nghiệp KHCN,Hội LH phụ nữ Việt Nam,984
3246,2010,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Hội LH phụ nữ Việt Nam,"3,805"
3247,2010,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Hội LH phụ nữ Việt Nam,"1,010"
3248,2010,Chi thường xuyên,Chi sự nghiệp Kinh tế,Hội LH phụ nữ Việt Nam,100
3249,2010,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Hội LH phụ nữ Việt Nam,949
3250,2010,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Hội LH phụ nữ Việt Nam,"27,746"
3251,2010,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Hội LH phụ nữ Việt Nam,350
3252,2010,Chi chương trình mục tiêu,,Hội LH phụ nữ Việt Nam,"11,162"
3253,2010,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Hội Nông dân Việt Nam,"81,091"
3254,2010,Chi đầu tư phát triển,Chi dự trữ quốc gia,Hội Nông dân Việt Nam,
3255,2010,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Hội Nông dân Việt Nam,
3256,2010,Chi trả nợ và viện trợ,,Hội Nông dân Việt Nam,
3257,2010,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Hội Nông dân Việt Nam,"6,519"
3258,2010,Chi thường xuyên,Chi sự nghiệp Y tế,Hội Nông dân Việt Nam,
3259,2010,Chi thường xuyên,Chi sự nghiệp KHCN,Hội Nông dân Việt Nam,"4,560"
3260,2010,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Hội Nông dân Việt Nam,600
3261,2010,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Hội Nông dân Việt Nam,220
3262,2010,Chi thường xuyên,Chi sự nghiệp Kinh tế,Hội Nông dân Việt Nam,"1,000"
3263,2010,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Hội Nông dân Việt Nam,"11,994"
3264,2010,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Hội Nông dân Việt Nam,"39,024"
3265,2010,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Hội Nông dân Việt Nam,100
3266,2010,Chi chương trình mục tiêu,,Hội Nông dân Việt Nam,"10,344"
3267,2010,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Hội cựu chiến binh Việt Nam,"3,161"
3268,2010,Chi đầu tư phát triển,Chi dự trữ quốc gia,Hội cựu chiến binh Việt Nam,
3269,2010,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Hội cựu chiến binh Việt Nam,
3270,2010,Chi trả nợ và viện trợ,,Hội cựu chiến binh Việt Nam,
3271,2010,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Hội cựu chiến binh Việt Nam,70
3272,2010,Chi thường xuyên,Chi sự nghiệp Y tế,Hội cựu chiến binh Việt Nam,"6,081"
3273,2010,Chi thường xuyên,Chi sự nghiệp KHCN,Hội cựu chiến binh Việt Nam,
3274,2010,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Hội cựu chiến binh Việt Nam,"1,190"
3275,2010,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Hội cựu chiến binh Việt Nam,"2,898"
3276,2010,Chi thường xuyên,Chi sự nghiệp Kinh tế,Hội cựu chiến binh Việt Nam,
3277,2010,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Hội cựu chiến binh Việt Nam,950
3278,2010,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Hội cựu chiến binh Việt Nam,"10,491"
3279,2010,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Hội cựu chiến binh Việt Nam,150
3280,2010,Chi chương trình mục tiêu,,Hội cựu chiến binh Việt Nam,"1,800"
3281,2010,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Tổng liên đoàn LĐ Việt Nam,"76,200"
3282,2010,Chi đầu tư phát triển,Chi dự trữ quốc gia,Tổng liên đoàn LĐ Việt Nam,
3283,2010,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Tổng liên đoàn LĐ Việt Nam,
3284,2010,Chi trả nợ và viện trợ,,Tổng liên đoàn LĐ Việt Nam,
3285,2010,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Tổng liên đoàn LĐ Việt Nam,"30,136"
3286,2010,Chi thường xuyên,Chi sự nghiệp Y tế,Tổng liên đoàn LĐ Việt Nam,
3287,2010,Chi thường xuyên,Chi sự nghiệp KHCN,Tổng liên đoàn LĐ Việt Nam,"21,677"
3288,2010,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Tổng liên đoàn LĐ Việt Nam,685
3289,2010,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Tổng liên đoàn LĐ Việt Nam,
3290,2010,Chi thường xuyên,Chi sự nghiệp Kinh tế,Tổng liên đoàn LĐ Việt Nam,"9,309"
3291,2010,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Tổng liên đoàn LĐ Việt Nam,"10,962"
3292,2010,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Tổng liên đoàn LĐ Việt Nam,"4,782"
3293,2010,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Tổng liên đoàn LĐ Việt Nam,250
3294,2010,Chi chương trình mục tiêu,,Tổng liên đoàn LĐ Việt Nam,"22,150"
3295,2011,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Văn phòng Quốc hội,"41,069"
3296,2011,Chi đầu tư phát triển,Chi dự trữ quốc gia,Văn phòng Quốc hội,
3297,2011,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Văn phòng Quốc hội,
3298,2011,Chi trả nợ và viện trợ,,Văn phòng Quốc hội,"27,111"
3299,2011,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Văn phòng Quốc hội,"2,627"
3300,2011,Chi thường xuyên,Chi sự nghiệp Y tế,Văn phòng Quốc hội,-
3301,2011,Chi thường xuyên,Chi sự nghiệp KHCN,Văn phòng Quốc hội,"9,165"
3302,2011,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Văn phòng Quốc hội,
3303,2011,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Văn phòng Quốc hội,-
3304,2011,Chi thường xuyên,Chi sự nghiệp Kinh tế,Văn phòng Quốc hội,-
3305,2011,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Văn phòng Quốc hội,-
3306,2011,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Văn phòng Quốc hội,"586,522"
3307,2011,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Văn phòng Quốc hội,
3308,2011,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Văn phòng Trung ương Đảng,"100,314"
3309,2011,Chi đầu tư phát triển,Chi dự trữ quốc gia,Văn phòng Trung ương Đảng,
3310,2011,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Văn phòng Trung ương Đảng,
3311,2011,Chi trả nợ và viện trợ,,Văn phòng Trung ương Đảng,289
3312,2011,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Văn phòng Trung ương Đảng,"1,372"
3313,2011,Chi thường xuyên,Chi sự nghiệp Y tế,Văn phòng Trung ương Đảng,-
3314,2011,Chi thường xuyên,Chi sự nghiệp KHCN,Văn phòng Trung ương Đảng,"1,550"
3315,2011,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Văn phòng Trung ương Đảng,
3316,2011,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Văn phòng Trung ương Đảng,-
3317,2011,Chi thường xuyên,Chi sự nghiệp Kinh tế,Văn phòng Trung ương Đảng,-
3318,2011,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Văn phòng Trung ương Đảng,-
3319,2011,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Văn phòng Trung ương Đảng,"434,617"
3320,2011,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Văn phòng Trung ương Đảng,
3321,2011,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Văn phòng Chính phủ,
3322,2011,Chi đầu tư phát triển,Chi dự trữ quốc gia,Văn phòng Chính phủ,
3323,2011,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Văn phòng Chính phủ,
3324,2011,Chi trả nợ và viện trợ,,Văn phòng Chính phủ,289
3325,2011,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Văn phòng Chính phủ,"1,372"
3326,2011,Chi thường xuyên,Chi sự nghiệp Y tế,Văn phòng Chính phủ,-
3327,2011,Chi thường xuyên,Chi sự nghiệp KHCN,Văn phòng Chính phủ,"1,550"
3328,2011,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Văn phòng Chính phủ,
3329,2011,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Văn phòng Chính phủ,-
3330,2011,Chi thường xuyên,Chi sự nghiệp Kinh tế,Văn phòng Chính phủ,-
3331,2011,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Văn phòng Chính phủ,-
3332,2011,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Văn phòng Chính phủ,"434,617"
3333,2011,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Văn phòng Chính phủ,
3334,2011,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Tòa án nhân dân tối cao,"324,769"
3335,2011,Chi đầu tư phát triển,Chi dự trữ quốc gia,Tòa án nhân dân tối cao,
3336,2011,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Tòa án nhân dân tối cao,
3337,2011,Chi trả nợ và viện trợ,,Tòa án nhân dân tối cao,
3338,2011,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Tòa án nhân dân tối cao,"14,312"
3339,2011,Chi thường xuyên,Chi sự nghiệp Y tế,Tòa án nhân dân tối cao,-
3340,2011,Chi thường xuyên,Chi sự nghiệp KHCN,Tòa án nhân dân tối cao,"1,137"
3341,2011,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Tòa án nhân dân tối cao,
